"disease","disease_disbiome_author_svd64_000","disease_disbiome_author_svd64_001","disease_disbiome_author_svd64_002","disease_disbiome_author_svd64_003","disease_disbiome_author_svd64_004","disease_disbiome_author_svd64_005","disease_disbiome_author_svd64_006","disease_disbiome_author_svd64_007","disease_disbiome_author_svd64_008","disease_disbiome_author_svd64_009","disease_disbiome_author_svd64_010","disease_disbiome_author_svd64_011","disease_disbiome_author_svd64_012","disease_disbiome_author_svd64_013","disease_disbiome_author_svd64_014","disease_disbiome_author_svd64_015","disease_disbiome_author_svd64_016","disease_disbiome_author_svd64_017","disease_disbiome_author_svd64_018","disease_disbiome_author_svd64_019","disease_disbiome_author_svd64_020","disease_disbiome_author_svd64_021","disease_disbiome_author_svd64_022","disease_disbiome_author_svd64_023","disease_disbiome_author_svd64_024","disease_disbiome_author_svd64_025","disease_disbiome_author_svd64_026","disease_disbiome_author_svd64_027","disease_disbiome_author_svd64_028","disease_disbiome_author_svd64_029","disease_disbiome_author_svd64_030","disease_disbiome_author_svd64_031","disease_disbiome_author_svd64_032","disease_disbiome_author_svd64_033","disease_disbiome_author_svd64_034","disease_disbiome_author_svd64_035","disease_disbiome_author_svd64_036","disease_disbiome_author_svd64_037","disease_disbiome_author_svd64_038","disease_disbiome_author_svd64_039","disease_disbiome_author_svd64_040","disease_disbiome_author_svd64_041","disease_disbiome_author_svd64_042","disease_disbiome_author_svd64_043","disease_disbiome_author_svd64_044","disease_disbiome_author_svd64_045","disease_disbiome_author_svd64_046","disease_disbiome_author_svd64_047","disease_disbiome_author_svd64_048","disease_disbiome_author_svd64_049","disease_disbiome_author_svd64_050","disease_disbiome_author_svd64_051","disease_disbiome_author_svd64_052","disease_disbiome_author_svd64_053","disease_disbiome_author_svd64_054","disease_disbiome_author_svd64_055","disease_disbiome_author_svd64_056","disease_disbiome_author_svd64_057","disease_disbiome_author_svd64_058","disease_disbiome_author_svd64_059","disease_disbiome_author_svd64_060","disease_disbiome_author_svd64_061","disease_disbiome_author_svd64_062","disease_disbiome_author_svd64_063"
"peptic ulcer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"peptic ulcer disease","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"perceived stress","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"periodontitis","-0.05996678","2.0258496","1.5414082","-0.70056194","-0.07883551","0.13059907","2.426118","16.936676","22.288998","-2.3156314","-1.1784431","-0.7841604","-0.49155995","-0.35678235","-0.14960718","-0.39411315","-0.26746625","-0.35825148","-0.52749777","-0.348108","-1.041403","0.50083655","-0.40092364","0.20831195","-0.066521496","0.0031914462","-0.1455714","0.3054116","0.02715098","-0.08784835","0.109514736","-0.05800296","0.019179301","0.106581956","-0.16793105","-0.15201353","-0.1831097","-0.1158049","0.013576383","-0.049819957","-0.0074214907","0.023955151","0.092303164","-0.03625468","0.070631504","-0.034930605","-0.031581193","0.009495276","-0.04307955","-0.0614822","0.02389282","-0.03521355","0.043065045","0.069728166","0.03818578","0.045505106","0.029455798","0.053871036","-0.017592285","0.011918917","-0.032339554","0.0064021787","-0.04193837","0.0035335913"
"photo-ageing","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"plaque psoriasis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pneumonia","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"postoperative delirium","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"posttransplant complications","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"posttransplant diarrhea","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pouchitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pre-cancerous pancreatic lesions","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"preeclampsia","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"pregnancy-related gastrointestinal issues","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"preterm infant gut dysbiosis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"primary Sjogrens syndrome","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"primary biliary cholangitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"primary liver cancer","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
"primary sclerosing cholangitis","-0.8610144","-0.06204689","-0.022810645","0.0020611463","-0.0009565658","-0.00045902724","-0.018918822","-0.025630439","-0.0039312975","-0.018969087","-0.016530914","-0.035641547","-0.007943889","-0.0072050034","-0.013963499","-0.020377705","-0.010373334","-0.010835765","-0.016133092","-0.011339596","-0.011538723","-0.0045860168","-0.023036573","-0.014183245","-0.003153893","0.010902799","-0.006406742","-0.01712594","0.0009230043","-0.0017532083","-0.014034494","-0.0038970762","-0.009691642","0.00065829273","0.0020159772","-0.0066735","-0.0004295523","-0.0039763018","0.0055414047","0.0031142994","0.00020551936","-0.0045593185","0.00019011392","-0.0040777926","-0.0021466732","-0.0045848354","0.0016202849","-0.003749743","0.0003040471","-0.0030011972","0.00045753678","0.0034179133","-0.00023160408","-8.856923e-05","0.0009927604","-0.00262229","-0.0008311592","-0.0019204128","0.001693831","-0.0009724535","-0.0026840903","-0.0013402244","-0.0023038934","-0.000955738"
